# StartTime = 08/11/2026 01:11:43.6990 PM
Time (sec), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Engine RPM (RPM), Ignition timing advance for #1 cylinder (deg), O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 1), Absolute load value (%), Knocking Retard (deg)
1781.460,-3.125,14.0625,1036.5,3.5,0.878949,12.54902,0
1781.704,-2.34375,14.0625,1036.5,3.5,0.892308,12.54902,0
1781.982,-1.5625,14.0625,994.25,3.5,0.9099675,12.941176,0
1782.230,-3.125,14.0625,994.25,3.5,0.9099675,12.941176,0
1782.472,-3.90625,14.0625,943.5,2.5,0.89792,12.941176,0
1782.739,-3.90625,14.0625,943.5,2.5,0.89792,12.941176,0
1783.005,-6.25,14.0625,919.25,2.5,0.8887395,12.54902,0
1783.261,-5.46875,14.0625,873.5,2.5,0.8839205,12.54902,0
1783.574,-6.25,14.0625,873.5,2.5,0.8839205,12.54902,0
1783.872,-5.46875,14.0625,844,1.5,0.8869095,12.54902,0
1784.151,-6.25,14.0625,769.25,30,0.894992,12.54902,0
1784.431,-2.34375,10.9375,769.25,30,0.894992,12.54902,0
1784.704,-1.5625,10.9375,953.25,10.5,0.899384,26.666666,0
1785.009,-11.71875,10.9375,919,13.5,0.830942,31.37255,0
1785.391,-2.34375,10.9375,1056,10,0.8878245,51.764706,-0.47462386
1785.636,-13.28125,10.9375,1194.5,9.5,0.906155,55.686275,-0.47462386
1785.883,-4.6875,10.9375,1310.5,12.5,0.979111,55.294117,-0.47462386
1786.126,-5.46875,10.9375,1310.5,12.5,0.979111,55.294117,-0.47462386
1786.355,-5.46875,10.9375,1572.75,14.5,1.0200725,54.901962,-0.47462386
1786.643,-3.125,10.9375,1572.75,14.5,1.0200725,54.901962,-0.47462386
1786.862,-2.34375,10.9375,1690.25,18,1.0097024,53.72549,-0.47462386
1787.139,-2.34375,10.9375,1944,18.5,1.019371,57.2549,-0.47462386
1787.535,-1.5625,10.9375,2089.5,22,0.994788,58.039215,-0.45313883
1788.328,1.5625,6.25,2089.5,22,0.994788,58.039215,-0.45313883
1788.900,-1.5625,6.25,2902,12,0.994727,83.13725,0.06836146
1789.153,1.5625,5.46875,2902,12,0.994727,83.13725,0.06836146
1789.371,0,5.46875,3273.25,1.5,1.0205605,86.27451,0
1789.591,0,10.9375,3228,-1.5,1.1264565,38.82353,0
1789.841,0,10.9375,2863.5,35.5,1.9988174,13.725491,0
1790.071,0,5.46875,2593.25,35.5,1.9988174,12.941176,0
1790.327,0,5.46875,2416.5,9,0.8956935,71.37255,0.007812738
1790.628,0,5.46875,2526.25,9,1.0001255,85.09804,0.060548723
1790.832,1.5625,5.46875,2651.75,8.5,1.0031145,87.05882,0.08594012
1791.083,1.5625,5.46875,2651.75,8.5,1.0031145,87.05882,0.08594012
1791.310,0.78125,5.46875,2826.5,9.5,0.9830455,87.05882,0.11523789
1791.602,0.78125,5.46875,2935.25,9.5,0.998875,87.45098,0.13281655
1791.865,1.5625,5.46875,3063.5,10.5,1.0005525,87.45098,0.14844203
1792.405,2.34375,5.46875,3063.5,10.5,1.0005525,87.45098,0.14844203
1792.680,0,10.9375,3105,-5.5,1.002169,86.27451,0
1792.906,0,10.9375,2680,40.5,1.9988174,12.54902,0
1793.104,0,14.0625,2329.25,43,1.9988174,12.54902,0
1793.305,0,14.0625,2262.75,40,1.9988174,12.156863,0
1793.517,0,14.0625,2378.75,43.5,1.9988174,12.54902,0
1793.735,0,14.0625,2380.25,43,1.9988174,12.54902,0
1794.009,0,14.0625,2357,42.5,1.9988174,12.54902,0
1794.252,0,14.0625,2357,42.5,1.9988174,12.54902,0
1794.523,0,14.0625,2311.5,40,1.9988174,12.156863,0
1794.764,0,14.0625,2311.5,40,1.9988174,12.156863,0
1795.001,0,14.0625,2295,41,1.9988174,12.156863,0
1795.304,0,10.9375,2267,40,1.9988174,12.156863,0
1795.558,0,10.9375,2252.75,38.5,1.9988174,12.156863,0
1795.752,0,10.9375,2238,20,1.9988174,12.156863,0
1796.007,0,10.9375,2223.5,19,1.9988174,12.156863,0
1796.238,0,10.9375,2220,18,1.792119,12.54902,0
1796.517,0,10.9375,2216.5,18,1.8492455,11.764706,0
1796.743,0,10.9375,2179.75,14,1.061949,12.156863,0
1796.973,0,10.9375,2173.25,13,1.061949,12.156863,0
1797.237,-1.5625,10.9375,2161,13,0.899811,12.54902,0
1797.478,1.5625,10.9375,2163.25,14,0.931226,12.156863,0
1797.795,2.34375,10.9375,2163.25,14,0.931226,12.156863,0
1798.050,2.34375,10.9375,2155.5,12.5,0.9312565,12.54902,0
1798.317,3.125,10.9375,2142.75,13.5,0.927322,12.54902,0
1798.567,3.125,10.9375,2145,29,0.924943,13.333333,0
1798.828,3.90625,10.9375,2145,29,0.924943,13.333333,0
1799.039,3.90625,10.9375,2119,19.5,0.9183855,15.686275,0
1799.332,1.5625,10.9375,2119.5,33.5,0.9005735,16.078432,0
1799.570,4.6875,10.9375,2123.75,33,0.9005735,16.078432,0
1799.818,-3.125,10.9375,2123.75,39.5,0.8488455,21.17647,0
1800.072,-1.5625,10.9375,2123.75,39.5,0.8488455,21.17647,0
1800.354,-1.5625,10.9375,2126.75,28,0.874008,23.137255,0
1800.579,-3.125,10.9375,2134.5,29,0.8731845,22.745098,0
1800.839,-4.6875,10.9375,2134.5,29,0.8731845,22.745098,0
1801.132,-5.46875,10.9375,2146.5,35,0.9094795,22.745098,0
1801.386,-4.6875,10.9375,2154.5,37.5,0.9647455,22.745098,0
1801.665,-3.90625,10.9375,2161.25,44,1.0168395,26.27451,0
1801.884,-4.6875,10.9375,2183,42.5,1.01016,28.62745,0
1802.071,-0.78125,10.9375,2195.5,40.5,1.033584,30.19608,0
1802.331,-3.90625,10.9375,2195.5,40.5,1.033584,30.19608,0
1802.560,-3.90625,10.9375,2207,31.5,1.003633,30.19608,0
1802.853,-2.34375,10.9375,2207,31.5,1.003633,30.19608,0
1803.113,-3.125,10.9375,2220.75,31,1.008147,25.882353,0
1803.333,-2.34375,10.9375,2220.75,31,1.008147,25.882353,0
1803.539,-2.34375,10.9375,2217.25,31.5,0.992348,23.921568,0
1803.759,-3.125,10.9375,2223.75,28,0.9945135,21.960785,0
1804.035,-1.5625,10.9375,2223.5,25.5,0.995093,20,0
1804.307,-1.5625,10.9375,2216,26.5,1.029131,15.686275,0
1804.538,-2.34375,10.9375,2209,20.5,1.007293,12.54902,0
1804.812,-1.5625,10.9375,2183.5,27,1.017785,12.156863,0
1805.033,0,10.9375,2183.5,27,1.017785,12.156863,0
1805.274,0,14.0625,2177.5,27,1.025471,12.156863,0
1805.574,0,14.0625,2164,21,1.0208656,12.156863,0
1805.806,0,14.0625,2134.5,20,1.085129,12.54902,0
1806.072,0,14.0625,2109.5,41,1.669326,12.54902,0
1806.354,0,14.0625,2079.5,41,1.9988174,12.156863,0
1806.623,0,14.0625,2053,41.5,1.9988174,12.156863,0
1806.893,0,14.0625,2053,41.5,1.9988174,12.156863,0
1807.165,0,14.0625,2030.25,42,1.9988174,12.156863,0
1807.415,0,14.0625,2009.5,42,1.9988174,12.156863,0
1807.572,0,10.9375,1981.25,42.5,1.9988174,12.156863,0
1807.825,0,10.9375,1990,10.5,1.9988174,11.764706,0
1808.377,0,10.9375,1989.25,26.5,1.851594,12.156863,0
1808.655,0,10.9375,1989.25,26.5,1.851594,12.156863,0
1808.875,0.78125,10.9375,1938.5,16.5,0.92354,15.686275,0
1809.114,3.125,10.9375,1936,22.5,0.927505,16.078432,0
1809.574,2.34375,10.9375,1938.25,17,0.917013,16.862745,0
1810.282,3.90625,10.9375,1938.25,17,0.917013,16.862745,0
1810.853,0.78125,10.9375,1930.25,33.5,0.8969135,18.431372,0
1811.118,-3.125,10.9375,1936,37,0.8727575,23.529411,0
1811.319,-0.78125,10.9375,1937,35.5,0.883585,24.313726,0
1811.544,-2.34375,10.9375,1946.25,31.5,0.924699,28.235294,0
1811.767,-1.5625,10.9375,1949.5,29.5,0.9146645,28.235294,0
1812.028,-1.5625,10.9375,1959.5,41,0.946598,27.843138,0
1812.295,-1.5625,10.9375,1961,41,0.9910365,27.843138,0
1812.538,-2.34375,10.9375,1971.5,41.5,0.993263,27.843138,0
1812.819,-0.78125,10.9375,1971.5,41.5,0.993263,27.843138,0
1813.065,-2.34375,10.9375,1975.75,37.5,1.0072625,27.843138,0
1813.358,-1.5625,10.9375,1979.5,42,0.997716,27.058823,0
1813.578,0,10.9375,1996.5,40.5,1.0214756,30.980392,0
1813.774,0.78125,10.9375,2011.5,39.5,1.0122035,32.54902,0
1814.051,-0.78125,10.9375,2042.75,32.5,1.002901,37.64706,0
1814.257,-2.34375,10.9375,2042.75,32.5,1.002901,37.64706,0
1814.530,0.78125,10.9375,2058.5,31.5,0.9815815,37.64706,0
1814.763,-0.78125,10.9375,2079.5,35.5,1.016626,37.2549,0
1814.965,0.78125,10.9375,2122.25,34,0.9907315,40.784313,0
1815.185,-0.78125,10.9375,2122.25,34,0.9907315,40.784313,0
1815.459,-1.5625,10.9375,2137.25,32,0.9995155,41.17647,0
1815.712,0,10.9375,2150.25,27.5,0.9720655,40.784313,0
1815.947,-0.78125,10.9375,2175.25,24.5,0.9914635,38.039215,0
1816.208,-1.5625,10.9375,2190.25,30.5,0.9878035,30.980392,0
1816.481,-0.78125,10.9375,2182.75,31,1.009794,22.352942,0
1816.674,0,10.9375,2182.75,31,1.009794,22.352942,0
1816.898,-0.78125,10.9375,2194,28,1.012051,20.784313,0
1817.183,0.78125,10.9375,2194,28,1.012051,20.784313,0
1817.420,-0.78125,10.9375,2180.25,24.5,1.014552,19.607843,0
1817.666,1.5625,10.9375,2175,27.5,1.0358105,16.078432,0
1817.869,2.34375,10.9375,2175,27.5,1.0358105,16.078432,0
1818.127,5.46875,10.9375,2181.25,45,1.035536,16.862745,0
1818.370,0,10.9375,2173,28,0.9755425,19.215687,0
1818.615,3.125,10.9375,2173,28,0.9755425,19.215687,0
1818.924,3.90625,10.9375,2168.25,27,1.0015285,18.82353,0
1819.155,3.125,10.9375,2168.25,27,1.0015285,18.82353,0
1819.422,3.90625,10.9375,2167.75,27.5,0.9988445,18.431372,0
1819.681,3.90625,10.9375,2161.5,27,0.9980515,18.431372,0
1819.919,3.90625,10.9375,2150.75,27,0.9980515,18.431372,0
1820.172,3.90625,10.9375,2161.25,27.5,0.9957945,18.039215,0
1820.408,3.90625,10.9375,2161.25,27.5,0.9957945,18.039215,0
1820.628,4.6875,10.9375,2151.75,27,1.0106785,17.647058,0
1820.940,4.6875,10.9375,2151.75,27,1.0106785,17.647058,0
1821.151,3.90625,10.9375,2145.5,29.5,1.011868,17.254902,0
1821.521,5.46875,10.9375,2142.25,21,0.996984,16.078432,0
1821.720,4.6875,10.9375,2144,22,0.9846315,14.90196,0
1822.000,3.90625,10.9375,2122.25,18.5,0.9954895,12.156863,0
1822.270,4.6875,10.9375,2122.25,18.5,0.9954895,12.156863,0
1822.535,4.6875,10.9375,2094.5,28.5,1.0084825,12.156863,0
1822.771,4.6875,10.9375,2094.5,28.5,1.0084825,12.156863,0
1823.018,4.6875,10.9375,2091.25,26,1.0035415,12.156863,0
1823.229,5.46875,10.9375,2080.25,29,1.000583,12.156863,0
1823.504,5.46875,10.9375,2064.5,25.5,1.005768,12.54902,0
1823.735,4.6875,10.9375,2050.25,27,1.002047,12.156863,0
1824.373,5.46875,10.9375,2050.25,27,1.002047,12.156863,0
1824.598,7.8125,10.9375,2034.75,28.5,1.006439,12.156863,0
1824.855,7.8125,10.9375,2025.5,21,1.025715,15.686275,0
1825.043,7.03125,10.9375,2020,22,1.0349565,15.294118,0
1825.253,8.59375,10.9375,2012.75,21.5,1.026691,14.90196,0
1825.467,9.375,10.9375,2008,24,1.026752,14.117647,0
1825.725,8.59375,10.9375,2009.75,23.5,1.0150706,14.509804,0
1826.023,9.375,10.9375,1994.25,21,1.0196455,15.294118,0
1826.228,10.15625,10.9375,1994.25,21,1.0196455,15.294118,0
1826.473,8.59375,10.9375,1997,21.5,1.0210485,14.90196,0
1826.721,8.59375,10.9375,1993.25,24,1.007781,14.509804,0
1826.977,11.71875,10.9375,1984.5,23,1.0093365,15.294118,0
1827.170,10.15625,10.9375,1982.25,20.5,1.0237935,15.294118,0
1827.426,9.375,10.9375,1967.75,23,0.995825,14.90196,0
1827.675,8.59375,10.9375,1967.75,23,0.995825,14.90196,0
1827.933,9.375,10.9375,1958.75,21.5,0.9935375,14.90196,0
1828.181,8.59375,10.9375,1949,23.5,0.9881695,14.509804,0
1828.368,7.8125,10.9375,1944.75,23.5,0.9881695,14.509804,0
1828.651,7.8125,10.9375,1940.25,23.5,0.9806665,14.509804,0
1828.916,7.8125,10.9375,1933.25,22.5,0.978257,14.509804,0
1829.176,7.03125,10.9375,1933.25,22.5,0.978257,14.509804,0
1829.399,6.25,10.9375,1924.25,23,0.9733465,14.509804,0
1829.618,5.46875,10.9375,1924.25,23,0.9733465,14.509804,0
1829.822,4.6875,10.9375,1924.5,22,0.966423,14.90196,0
1830.291,4.6875,10.9375,1920.75,23,0.9661485,14.509804,0
1830.541,1.5625,10.9375,1924,15,0.939705,12.156863,0
1830.725,0,10.9375,1924,15,0.939705,12.156863,0
1830.973,1.5625,10.9375,1892.5,28,0.93635,12.156863,0
1831.584,0,14.0625,1892.5,28,0.958127,12.156863,0
1832.406,0,14.0625,1835,43,1.9988174,12.54902,0
1832.782,0,14.0625,1770.25,43,1.9988174,11.764706,0
1832.998,0,14.0625,1739.25,42.5,1.9988174,12.156863,0
1833.227,0,14.0625,1717.5,41,1.9988174,11.764706,0
1833.438,0,14.0625,1717.5,41,1.9988174,11.764706,0
1833.721,0,14.0625,1686.75,41,1.9988174,11.764706,0
1833.903,0,14.0625,1433.25,37.5,1.9988174,12.156863,0
1834.134,0,14.0625,1159.5,40,1.9988174,11.764706,0
1834.362,0,14.0625,1089.75,12.5,1.9988174,10.980392,0
1834.635,0,14.0625,1136.75,13.5,1.9988174,10.588235,0
1834.854,0,14.0625,1212.5,7,1.5646195,11.764706,0
1835.099,0,14.0625,1207.75,3,1.0230005,12.156863,0
1835.321,0,14.0625,1222.5,2.5,0.924028,12.54902,0
1835.551,-5.46875,14.0625,1249.25,3,0.889441,12.54902,0
1835.719,-2.34375,14.0625,1249.25,3,0.889441,12.54902,0
1835.915,-2.34375,14.0625,1286.25,6,0.88267,12.156863,0
1836.524,-0.78125,14.0625,1375.5,7.5,0.899933,11.764706,0
1836.759,-1.5625,14.0625,1535.75,10,0.9088695,12.54902,0
1837.032,0,14.0625,1489.75,11,0.9281455,12.156863,0
1837.248,0,14.0625,1470.75,10.5,0.934093,12.156863,0
1837.524,0,14.0625,1470.75,10.5,0.934093,12.156863,0
1837.779,0,14.0625,1777.5,5,0.9266205,12.54902,0
1838.017,0.78125,14.0625,1777.5,5,0.9266205,12.54902,0
1838.266,1.5625,14.0625,1800.5,6,0.934825,12.54902,0
1838.517,3.90625,14.0625,1713.75,8.5,0.953613,12.156863,0
1838.701,0,14.0625,1713.75,8.5,0.953613,12.156863,0
1838.983,0,14.0625,1634.75,18.5,1.000034,10.980392,0
1839.215,0,10.9375,1634.75,18.5,1.000034,10.980392,0
1839.461,0,10.9375,1560.75,10,1.1614705,12.941176,0
1839.708,0,10.9375,1595.75,17.5,1.101477,15.294118,0
1839.931,0,10.9375,1617.5,24.5,0.9612685,22.745098,0
1840.232,0,10.9375,1617.5,24.5,0.9612685,22.745098,0
1840.472,0,10.9375,1640.25,32,0.83448,25.882353,0
1840.667,0,10.9375,1682,32.5,0.8622045,27.450981,0
1840.898,0,10.9375,1751,35.5,0.8849575,28.235294,0
1841.117,-2.34375,10.9375,1834,40.5,0.9648065,29.019608,0
1841.405,-3.125,10.9375,1834,40.5,0.9648065,29.019608,0
1841.627,-5.46875,10.9375,1874.5,38.5,0.9552905,29.411764,0
1841.836,-4.6875,10.9375,2008.25,37.5,0.9780435,29.019608,0
1842.070,-4.6875,10.9375,2008.25,37.5,0.9780435,29.019608,0
1842.339,-5.46875,10.9375,2066.25,38,0.991311,28.62745,0
1842.588,-5.46875,10.9375,2105.75,37,0.989176,28.235294,0
1842.811,-5.46875,10.9375,2227.75,36.5,0.987224,28.235294,0
1843.016,-6.25,10.9375,2227.75,36.5,0.987224,28.235294,0
1843.232,-6.25,10.9375,2268.25,34.5,0.9880475,28.235294,0
1843.447,-4.6875,10.9375,2317.75,32.5,0.999546,21.17647,0
1843.646,-7.8125,10.9375,2360,45.5,0.969656,16.862745,0
1843.916,-4.6875,10.9375,2360,45.5,0.969656,16.862745,0
1844.115,-3.90625,10.9375,2374.25,39.5,1.028033,17.647058,0
1844.336,-4.6875,10.9375,2374.25,39.5,1.028033,17.647058,0
1844.536,-3.90625,10.9375,2397.25,35,1.0060425,18.431372,0
1844.798,-3.125,10.9375,2431,30.5,1.0121425,18.431372,0
1845.036,-2.34375,10.9375,2436,30.5,1.0275755,18.431372,0
1845.347,-2.34375,10.9375,2459.25,30.5,1.0253795,18.431372,0
1845.602,-0.78125,10.9375,2459.25,30.5,1.0253795,18.431372,0
1845.837,-1.5625,10.9375,2475.25,30.5,1.0218415,17.647058,0
1846.065,-0.78125,10.9375,2497.25,30,1.018395,14.90196,0
1846.342,0.78125,10.9375,2496.75,39.5,1.023702,14.117647,0
1846.634,-1.5625,10.9375,2496.75,39.5,1.023702,14.117647,0
1846.866,-0.78125,10.9375,2471,26,1.00467,12.156863,0
1847.156,1.5625,10.9375,2471,26,1.00467,12.156863,0
1847.457,0,10.9375,2467.5,34,1.0272706,12.156863,0
1847.716,0,10.9375,2457.25,27,0.9967095,12.156863,0
1847.986,0,10.9375,2442,21.5,0.994788,12.156863,0
1848.226,0,10.9375,2442,21.5,0.994788,12.156863,0
1848.405,0,10.9375,2412.5,21.5,0.9987835,12.156863,0
1848.651,0,10.9375,2412.5,21.5,0.9987835,12.156863,0
1848.909,1.5625,10.9375,2382.75,19.5,1.0139725,12.156863,0
1849.168,0.78125,10.9375,2382.75,19.5,1.0139115,12.156863,0
1849.416,1.5625,10.9375,2386.75,18.5,1.0086654,12.54902,0
1849.627,1.5625,10.9375,2372.25,19,1.011136,12.156863,0
1849.877,1.5625,10.9375,2357.25,18,1.005097,12.54902,0
1850.118,1.5625,10.9375,2346.5,19.5,1.012234,12.156863,0
1850.457,2.34375,10.9375,2329.75,19.5,1.0135455,12.156863,0
1850.694,1.5625,10.9375,2321.5,20,0.999302,12.54902,0
1850.962,1.5625,10.9375,2302,21,1.0029315,12.156863,0
1851.434,1.5625,10.9375,2290.25,21.5,1.009367,12.156863,0
1851.708,2.34375,10.9375,2290.25,21.5,1.009367,12.156863,0
1851.958,3.125,10.9375,2280,22,1.0062865,11.764706,0
1852.198,2.34375,10.9375,2266.25,22,1.013759,12.156863,0
1852.467,3.125,10.9375,2260,23.5,1.013759,11.764706,0
1852.726,3.125,10.9375,2254.75,23,1.0102515,12.156863,0
1852.956,3.125,10.9375,2246.5,22,1.004548,12.54902,0
1853.206,3.125,10.9375,2246.5,22,1.004548,12.54902,0
1853.489,3.125,10.9375,2233.5,22,1.002901,12.156863,0
1853.749,3.90625,10.9375,2233.5,22,1.002901,12.156863,0
1853.988,3.125,10.9375,2216.75,21,1.001254,12.156863,0
1854.237,4.6875,10.9375,2225.25,22.5,1.0006745,11.764706,0
1854.446,3.125,10.9375,2201,20.5,1.0072016,12.156863,0
1854.702,3.90625,10.9375,2187.75,20.5,1.0057375,12.156863,0
1855.616,3.90625,10.9375,2179.5,19.5,1.003938,12.156863,0
1856.366,4.6875,10.9375,2145.75,19,0.996923,12.156863,0
1856.537,3.90625,10.9375,2116.5,18.5,1.0050055,12.156863,0
1856.802,4.6875,10.9375,2084.5,19,1.003084,12.156863,0
1857.025,3.90625,10.9375,2117.25,25.5,0.997594,13.725491,0
1857.248,4.6875,10.9375,2076.75,24.5,1.0099465,13.725491,0
1857.436,5.46875,10.9375,2112.5,23.5,1.0140945,13.725491,0
1857.657,5.46875,10.9375,2089.5,25,1.01565,13.725491,0
1857.896,6.25,10.9375,2116.25,25,1.01565,13.725491,0
1858.146,6.25,10.9375,2116.25,23,1.0189745,14.117647,0
1858.347,6.25,10.9375,2117.25,24,1.0219635,13.333333,0
1858.588,5.46875,10.9375,2124,23,1.009367,13.725491,0
1858.799,5.46875,10.9375,2120.25,23,0.9927445,12.54902,0
1859.267,5.46875,10.9375,2120.25,23,0.9927445,12.54902,0
1859.487,5.46875,10.9375,2126.75,22,0.9932935,12.941176,0
1859.725,4.6875,10.9375,2135.75,23,0.995947,12.941176,0
1859.966,5.46875,10.9375,2137.5,23,0.997899,12.941176,0
1860.219,5.46875,10.9375,2135.75,25,0.993141,12.941176,0
1860.433,5.46875,10.9375,2126.75,21.5,0.995276,12.941176,0
1860.684,5.46875,10.9375,2137.75,21.5,0.998936,12.941176,0
1860.922,5.46875,10.9375,2144,22,1.001193,12.941176,0
1861.168,4.6875,10.9375,2137,24,0.9980515,12.54902,0
1861.366,5.46875,10.9375,2135,24.5,0.997106,12.54902,0
1861.620,5.46875,10.9375,2135,24.5,0.997106,12.54902,0
1861.869,6.25,10.9375,2115.5,23,1.0060425,12.156863,0
1862.125,6.25,10.9375,2116.5,19.5,1.008086,12.156863,0
1862.387,5.46875,10.9375,2099.5,20,0.9977465,11.764706,0
1862.638,5.46875,10.9375,2099.5,20,0.9977465,11.764706,0
1862.850,5.46875,10.9375,2084,17,1.0005525,12.156863,0
1863.108,5.46875,10.9375,2064.25,16.5,0.9993325,12.156863,0
1863.348,4.6875,10.9375,2050.25,14.5,0.997045,12.156863,0
1863.607,0,14.0625,2050.25,14.5,0.997045,12.156863,0
1863.837,0,14.0625,2021.75,15,1.003572,12.156863,0
1864.034,0,14.0625,2018.5,17,1.046821,12.54902,0
1864.274,0,14.0625,2001.25,14,1.214327,11.764706,0
1864.536,0,14.0625,1990.25,12.5,1.4975195,11.764706,0
1864.763,0,14.0625,1920.5,43,1.9988174,12.156863,0
1865.219,0,14.0625,1920.5,43,1.9988174,12.156863,0
1865.438,0,14.0625,1890,42.5,1.9988174,12.156863,0
1865.742,0,14.0625,1796.75,42.5,1.9988174,12.156863,0
1866.015,0,10.9375,1789,14.5,1.9988174,11.764706,0
1866.312,0,10.9375,1789,14.5,1.9988174,11.764706,0
1866.612,0,10.9375,1783,24.5,1.9988174,10.980392,0
1866.857,0,14.0625,1783.25,10.5,1.177422,12.54902,0
1867.128,0,14.0625,1787.75,12.5,0.975573,12.54902,0
1867.367,0,14.0625,1716.75,10,0.9275355,12.54902,0
1867.622,0,14.0625,1745.5,8,0.9524235,12.156863,0
1867.889,0,14.0625,1758.75,9.5,1.060729,12.156863,0
1868.159,0,14.0625,1671.5,41.5,1.7625035,12.54902,0
1868.430,0,10.9375,1671.5,41.5,1.7625035,12.54902,0
1868.669,0,10.9375,1704.75,20.5,1.9988174,11.372549,0
1868.980,0,10.9375,1651.25,29,1.9988174,11.372549,0
1869.269,0,10.9375,1686,18.5,0.937936,12.941176,0
1869.529,0.78125,10.9375,1686,18.5,0.937936,12.941176,0
1869.739,3.90625,10.9375,1681.25,21.5,0.9327205,12.941176,0
1869.980,5.46875,10.9375,1756.5,24.5,0.9569985,13.333333,0
1870.285,6.25,10.9375,1737,27.5,0.96197,14.509804,0
1870.583,2.34375,10.9375,1835.25,20,0.8966695,18.039215,0
1870.853,3.125,10.9375,1867.75,25.5,0.8973405,18.039215,0
1871.338,2.34375,10.9375,1867.75,25.5,0.8973405,18.039215,0
1871.560,3.125,10.9375,1917,15.5,0.8886785,19.215687,0
1871.853,3.125,10.9375,2023.25,22,0.902556,18.431372,0
1872.120,0,10.9375,2023.25,22,0.902556,18.431372,0
1872.391,1.5625,10.9375,2096.75,25,1.000339,18.431372,0
1872.621,2.34375,10.9375,2096.75,25,1.000339,18.431372,0
1872.878,2.34375,10.9375,2139,26,1.0150095,17.254902,0
1873.119,3.90625,10.9375,2162.5,26.5,1.02419,14.90196,0
1873.347,2.34375,10.9375,2162.5,26.5,1.02419,14.90196,0
1873.597,5.46875,10.9375,2191.5,25.5,1.00589,14.90196,0
1873.836,4.6875,10.9375,2185.75,21,1.0017115,11.764706,0
1874.092,1.5625,10.9375,2202.75,24,0.9861565,12.156863,0
1874.398,4.6875,10.9375,2219.75,25,1.023885,12.156863,0
1874.668,3.90625,10.9375,2219.75,25,1.023885,12.156863,0
1874.847,4.6875,10.9375,2195.5,25,1.011685,12.156863,0
1875.090,3.90625,10.9375,2195.5,25,1.011685,12.156863,0
1875.309,3.90625,10.9375,2198.25,26,1.006683,12.156863,0
1875.548,3.90625,10.9375,2188.5,20,1.000217,12.156863,0
1875.761,4.6875,10.9375,2194.25,26.5,1.006012,12.156863,0
1876.010,4.6875,10.9375,2185,22.5,1.001437,13.725491,0
1876.239,4.6875,10.9375,2185,22.5,1.001437,13.725491,0
1876.489,4.6875,10.9375,2185,25,1.003938,13.333333,0
1876.741,5.46875,10.9375,2179.5,23.5,1.0029925,14.509804,0
1876.979,5.46875,10.9375,2202.25,23.5,1.012417,14.117647,0
1877.230,6.25,10.9375,2202.25,23.5,1.012417,14.117647,0
1877.462,5.46875,10.9375,2188.5,24,1.0124475,13.725491,0
1877.717,6.25,10.9375,2198.25,25,1.0028704,13.725491,0
1877.959,5.46875,10.9375,2193,23,1.001254,14.117647,0
1878.172,5.46875,10.9375,2193,24.5,0.9988445,14.509804,0
1878.427,6.25,10.9375,2193,24.5,0.9988445,14.509804,0
1878.664,6.25,10.9375,2215.25,34.5,1.0061646,14.509804,0
1878.943,5.46875,10.9375,2213.25,30,0.9983565,15.686275,0
1879.230,6.25,10.9375,2213.25,30,0.9983565,15.686275,0
1879.449,5.46875,10.9375,2213.75,22.5,0.992836,12.54902,0
1879.649,3.90625,10.9375,2186,19.5,0.9802395,12.54902,0
1880.232,4.6875,10.9375,2215.75,26.5,0.993751,12.156863,0
1880.834,5.46875,10.9375,2177,23,0.9959775,12.54902,0
1881.440,4.6875,10.9375,2177,23,0.9959775,12.54902,0
1881.651,4.6875,10.9375,2201,23.5,0.993934,14.117647,0
1881.868,7.03125,10.9375,2205.5,24,1.000888,14.117647,0
1882.053,5.46875,10.9375,2171.75,24,1.017175,14.117647,0
1882.330,6.25,10.9375,2197.5,41,1.001193,14.509804,0
1882.565,7.03125,10.9375,2203.75,48,1.038464,15.686275,0
1882.813,3.90625,10.9375,2215.5,29.5,0.9769455,17.647058,0
1883.040,6.25,10.9375,2215.5,29.5,0.9769455,17.647058,0
1883.250,4.6875,10.9375,2223.5,30,0.987712,17.647058,0
1883.482,3.90625,10.9375,2249.75,32.5,0.9777385,16.862745,0
1883.732,5.46875,10.9375,2249.75,32.5,0.9777385,16.862745,0
1883.988,4.6875,10.9375,2256.25,28.5,0.9959775,16.470589,0
1884.220,3.90625,10.9375,2276.5,28.5,0.9922565,16.470589,0
1884.403,4.6875,10.9375,2277.5,36.5,0.985699,15.686275,0
1884.632,3.90625,10.9375,2269.25,31.5,0.989664,13.725491,0
1884.919,2.34375,10.9375,2255,21.5,0.984174,12.54902,0
1885.146,3.90625,10.9375,2241.25,35,0.992287,15.294118,0
1885.373,3.90625,10.9375,2241.25,35,0.992287,15.294118,0
1885.583,3.125,10.9375,2262.75,32.5,0.9978075,16.078432,0
1885.840,3.90625,10.9375,2290.75,29.5,0.998204,16.078432,0
1886.117,3.90625,10.9375,2280.75,29.5,0.9957335,16.078432,0
1886.365,3.125,10.9375,2282.25,28.5,0.9933545,16.078432,0
1886.641,3.90625,10.9375,2282.25,28.5,0.9933545,16.078432,0
1886.871,3.125,10.9375,2288.5,23,0.9879255,14.509804,0
1887.128,3.125,10.9375,2281.75,24.5,0.9935375,14.117647,0
